handle,title,vendor,category,price,compare_at_price,sku,gtin,google_product_category,image_count,primary_image,source_url
quickjack-5000tl-portable-car-lift,QuickJack 5000TL Portable Car Lift,QuickJack,Car Lift,799.00,942.82,LF-9657,8496720142010,Vehicles & Parts > Automotive Operating Systems > Automotive Lifts & Cranes,7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-212-image-1.png,https://laitm.com/product/quickjack-5000tl-portable-car-lift/
cedarshed-bayside-8x4-lean-to-storage-shed,Cedarshed Bayside 8×4 Lean To Storage Shed,Leafanoo,Sheds,699.00,824.82,LF-9681,6245420002690,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",2,https://laitm.com/wp-content/uploads/2026/08/ltm-product-236-image-1.webp,https://laitm.com/product/cedarshed-bayside-8x4-lean-to-storage-shed/
best-barns-camp-reynolds-16-ft-x-32-ft-gambrel-style-wood-outdoor-storage-shed,Best Barns Camp Reynolds 16-ft x 32-ft Gambrel Style Wood Outdoor Storage Shed,Best Barns,Sheds,699.00,824.82,LF-9679,6313909926150,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-234-image-1.jpg,https://laitm.com/product/best-barns-camp-reynolds-16-ft-x-32-ft-gambrel-style-wood-outdoor-storage-shed/
veikous-10-ft-w-x-12-ft-d-outdoor-metal-storage-shed-in-gray-120-sq-ft,VEIKOUS 10 ft. W x 12 ft. D Outdoor Metal Storage Shed in Gray (120 sq. ft.),Veikous,Sheds,799.00,942.82,LF-9670,7948792839390,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-225-image-1.png,https://laitm.com/product/veikous-10-ft-w-x-12-ft-d-outdoor-metal-storage-shed-in-gray-120-sq-ft/
astoria-12-ft-x-12-ft-outdoor-wood-storage-shed,Astoria 12 ft. x 12 ft. Outdoor Wood Storage Shed,Leafanoo,Sheds,799.00,942.82,LF-9677,6100741006380,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",10,https://laitm.com/wp-content/uploads/2026/08/ltm-product-232-image-1.png,https://laitm.com/product/astoria-12-ft-x-12-ft-outdoor-wood-storage-shed/
handy-home-charleston-value-gable-10-ft-x-12-ft-storage-shed,Handy Home Charleston Value Gable 10 ft. x 12 ft. Storage Shed,Handy Home,Sheds,699.00,824.82,LF-9683,8101547302300,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-238-image-1.png,https://laitm.com/product/handy-home-charleston-value-gable-10-ft-x-12-ft-storage-shed/
gardena-8-x-6-outdoor-wood-utility-shed,Gardena 8′ x 6′ Outdoor Wood Utility Shed,Leafanoo,Sheds,699.00,824.82,LF-9685,953176242470,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-240-image-1.png,https://laitm.com/product/gardena-8%e2%80%b2-x-6%e2%80%b2-outdoor-wood-utility-shed/
beachwood-10-ft-x-12-ft-outdoor-wood-shed,Beachwood 10 ft. x 12 ft. Outdoor Wood Shed,Leafanoo,Sheds,699.00,824.82,LF-9678,6097880861090,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",1,https://laitm.com/wp-content/uploads/2026/08/ltm-product-233-image-1.png,https://laitm.com/product/beachwood-10-ft-x-12-ft-outdoor-wood-shed/
craftsman-7-ft-x-7-ft-resin-storage-shed-floor-included,CRAFTSMAN 7-ft x 7-ft Resin Storage Shed (Floor Included),Craftsman,Sheds,699.00,824.82,LF-9684,443650281870,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-239-image-1.png,https://laitm.com/product/craftsman-7-ft-x-7-ft-resin-storage-shed-floor-included/
veikous-10-ft-w-x-10-ft-d-outdoor-metal-storage-shed-in-gray-100-sq-ft,VEIKOUS 10 ft. W x 10 ft. D Outdoor Metal Storage Shed in Gray (100 sq. ft.),Veikous,Sheds,799.00,942.82,LF-9669,7931799664050,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-224-image-1.png,https://laitm.com/product/veikous-10-ft-w-x-10-ft-d-outdoor-metal-storage-shed-in-gray-100-sq-ft/
lifetime-10-x-8-outdoor-storage-shed-gray,"Lifetime 10′ x 8′ Outdoor Storage Shed, Gray",Lifetime,Sheds,699.00,824.82,LF-9720,459890162150,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",12,https://laitm.com/wp-content/uploads/2026/08/ltm-product-245-image-1.png,https://laitm.com/product/lifetime-10%e2%80%b2-x-8%e2%80%b2-outdoor-storage-shed-gray/
hudson-12-ft-w-x-16-ft-d-wood-storage-shed,Hudson 12 ft. W x 16 ft. D Wood Storage Shed,Leafanoo,Sheds,699.00,824.82,LF-9717,6100741002700,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-242-image-1.png,https://laitm.com/product/hudson-12-ft-w-x-16-ft-d-wood-storage-shed/
auto-lift-al2-9k-fx-9000-lb-2-post-floor-plate-car-lift,"Auto Lift AL2-9K-FX 9,000 lb. 2 Post Floor Plate Car Lift",Leafanoo,Car Lift,899.00,1060.82,LF-9602,8500208210750,Vehicles & Parts > Automotive Operating Systems > Automotive Lifts & Cranes,4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-187-image-1.jpg,https://laitm.com/product/auto-lift-al2-9k-fx-9000-lb-2-post-floor-plate-car-lift/
little-cottage-12-x-10-ft-classic-wood-cottage-panelized-storage-shed,Little Cottage 12 x 10 ft Classic Wood Cottage Panelized Storage Shed,Leafanoo,Sheds,699.00,824.82,LF-9730,6100741004610,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",3,https://laitm.com/wp-content/uploads/2026/08/ltm-product-255-image-1.jpg,https://laitm.com/product/little-cottage-12-x-10-ft-classic-wood-cottage-panelized-storage-shed/
lifetime-8-x-10-outdoor-plastic-shed-w-floor-and-windows-60238,Lifetime 8′ x 10′ Outdoor Plastic Shed W/ Floor and Windows (60238),Lifetime,Sheds,699.00,824.82,LF-9729,7685563385950,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-254-image-1.png,https://laitm.com/product/lifetime-8%e2%80%b2-x-10%e2%80%b2-outdoor-plastic-shed-w-floor-and-windows-60238/
lifetime-8-x-7-5-outdoor-storage-shed-light-brown,"Lifetime 8’ x 7.5’ Outdoor Storage Shed, Light Brown",Lifetime,Sheds,699.00,824.82,LF-9728,814838304380,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-253-image-1.png,https://laitm.com/product/lifetime-8-x-7-5-outdoor-storage-shed-light-brown/
heartland-coronado-12-ft-x-8-ft-gable-style-wood-outdoor-storage-shed-with-windows-and-doors,Heartland Coronado 12-ft x 8-ft Gable Style Wood Outdoor Storage Shed with Windows and Doors,Heartland,Sheds,699.00,824.82,LF-9716,6100740994820,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-241-image-1.jpg,https://laitm.com/product/heartland-coronado-12-ft-x-8-ft-gable-style-wood-outdoor-storage-shed-with-windows-and-doors/
olympia-do-it-yourself-10-ft-w-x-7-5-ft-d-manufactured-wood-storage-shed,Olympia Do-it Yourself 10 ft. W x 7.5 ft. D Manufactured Wood Storage Shed,Leafanoo,Sheds,699.00,824.82,LF-9734,953171824260,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",8,https://laitm.com/wp-content/uploads/2026/08/ltm-product-259-image-1.png,https://laitm.com/product/olympia-do-it-yourself-10-ft-w-x-7-5-ft-d-manufactured-wood-storage-shed/
cedar-sunshed-garden-shed-12x12,Cedar Sunshed Garden Shed | 12×12,Leafanoo,Sheds,699.00,824.82,LF-9680,6915300021160,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",10,https://laitm.com/wp-content/uploads/2026/08/ltm-product-235-image-1.png,https://laitm.com/product/cedar-sunshed-garden-shed-12x12/
lifetime-8-x-17-5-outdoor-storage-shed-dual-entry-tan,"Lifetime 8′ x 17.5′ Outdoor Storage Shed Dual Entry, Tan",Lifetime,Sheds,699.00,824.82,LF-9727,814838256320,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-252-image-1.png,https://laitm.com/product/lifetime-8%e2%80%b2-x-17-5%e2%80%b2-outdoor-storage-shed-dual-entry-tan/
suncast-cabana-entertainment-shed-8-ft-x-7-ft-resin-storage-shed-floor-included,Suncast Cabana Entertainment Shed 8 ft. x 7 ft. Resin Storage Shed (Floor Included),Suncast,Sheds,899.00,1060.82,LF-9778,443650302100,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",13,https://laitm.com/wp-content/uploads/2026/08/ltm-product-273-image-1.png,https://laitm.com/product/suncast-cabana-entertainment-shed-8-ft-x-7-ft-resin-storage-shed-floor-included/
suncast-8-ft-x-7-ft-resin-shed-floor-included,Suncast 8-ft x 7-ft Resin Shed (Floor Included),Suncast,Sheds,899.00,1060.82,LF-9777,7948793076730,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-272-image-1.png,https://laitm.com/product/suncast-8-ft-x-7-ft-resin-shed-floor-included/
patiowell-10x8-shed-with-windows,Patiowell 10×8 Shed with Windows,Patiowell,Sheds,699.00,824.82,LF-9736,7589666081800,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-261-image-1.jpg,https://laitm.com/product/patiowell-10x8-shed-with-windows/
suncast-tremont-547-cu-ft-storage-shed-bms8100,Suncast Tremont 547 cu. ft. Storage Shed BMS8100,Suncast,Sheds,899.00,1060.82,LF-9780,7437857709890,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-275-image-1.png,https://laitm.com/product/suncast-tremont-547-cu-ft-storage-shed-bms8100/
suncast-8-ft-x-10-ft-tremont-resin-storage-shed-floor-included,Suncast 8-ft x 10-ft Tremont Resin Storage Shed (Floor Included),Suncast,Sheds,899.00,1060.82,LF-9776,100085430580,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-271-image-1.png,https://laitm.com/product/suncast-8-ft-x-10-ft-tremont-resin-storage-shed-floor-included/
modernist-10-ft-x-7-ft-barn-door-storage-shed-suncast,Modernist 10 ft. x 7 ft. Barn Door Storage Shed Suncast,Suncast,Sheds,699.00,824.82,LF-9732,7469881398740,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-257-image-1.png,https://laitm.com/product/modernist-10-ft-x-7-ft-barn-door-storage-shed-suncast/
suncast-7-x-7-modernist-resin-outdoor-storage-shed,Suncast 7′ x 7′ Modernist Resin Outdoor Storage Shed,Suncast,Sheds,899.00,1060.82,LF-9745,443650248200,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",8,https://laitm.com/wp-content/uploads/2026/08/ltm-product-270-image-1.webp,https://laitm.com/product/suncast-7%e2%80%b2-x-7%e2%80%b2-modernist-resin-outdoor-storage-shed/
suncast-vista-7-ft-x-4-ft-resin-standard-modern-storage-shed-with-floor-kit,Suncast Vista 7 ft. x 4 ft. Resin Standard Modern Storage Shed with Floor Kit,Suncast,Sheds,899.00,1060.82,LF-9782,443650296100,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-277-image-1.png,https://laitm.com/product/suncast-vista-7-ft-x-4-ft-resin-standard-modern-storage-shed-with-floor-kit/
rookwood-10-ft-w-x-12-ft-d-wood-storage-shed-with-floor,Rookwood 10 ft. W x 12 ft. D Wood Storage Shed With Floor,Leafanoo,Sheds,899.00,1060.82,LF-9738,7634642371450,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-263-image-1.png,https://laitm.com/product/rookwood-10-ft-w-x-12-ft-d-wood-storage-shed-with-floor/
rookwood-10-ft-w-x-10-ft-d-wood-storage-shed-with-floor,Rookwood 10 ft. W x 10 ft. D Wood Storage Shed With Floor,Leafanoo,Sheds,899.00,1060.82,LF-9737,7748294888360,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-262-image-1.png,https://laitm.com/product/rookwood-10-ft-w-x-10-ft-d-wood-storage-shed-with-floor/
lifetime-15-x-8-dual-entry-outdoor-storage-shed-gray,"Lifetime 15′ x 8′ Dual Entry Outdoor Storage Shed, Gray",Lifetime,Sheds,699.00,824.82,LF-9724,31314841020690,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",10,https://laitm.com/wp-content/uploads/2026/08/ltm-product-249-image-1.png,https://laitm.com/product/lifetime-15%e2%80%b2-x-8%e2%80%b2-dual-entry-outdoor-storage-shed-gray/
suncast-7-ft-x-4-ft-vista-resin-storage-shed-floor-included,Suncast 7-ft x 4-ft Vista Resin Storage Shed (Floor Included),Suncast,Sheds,899.00,1060.82,LF-9744,443650280880,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-269-image-1.png,https://laitm.com/product/suncast-7-ft-x-4-ft-vista-resin-storage-shed-floor-included/
veikous-8-ft-x-12-ft-outdoor-storage-shed-with-lockable-door-and-vents,Veikous 8 ft. x 12 ft. Outdoor Storage Shed with Lockable Door and Vents,Veikous,Sheds,899.00,1060.82,LF-9785,7254243333590,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-280-image-1.png,https://laitm.com/product/veikous-8-ft-x-12-ft-outdoor-storage-shed-with-lockable-door-and-vents/
windemere-10-ft-w-x-12-ft-d-storage-shed,Windemere 10 ft. W x 12 ft. D Storage Shed,Leafanoo,Sheds,899.00,1060.82,LF-9787,7329106854650,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",14,https://laitm.com/wp-content/uploads/2026/08/ltm-product-282-image-1.png,https://laitm.com/product/windemere-10-ft-w-x-12-ft-d-storage-shed/
vista-7-ft-w-x-7-ft-d-plastic-shed,Vista 7 ft. W x 7 ft. D Plastic Shed,Leafanoo,Sheds,899.00,1060.82,LF-9786,1949872643540,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-281-image-1.png,https://laitm.com/product/vista-7-ft-w-x-7-ft-d-plastic-shed/
tribeca-10-ft-w-x-12-ft-d-wood-storage-shed-with-floor,Tribeca 10 ft. W x 12 ft. D Wood Storage Shed With Floor,Leafanoo,Sheds,899.00,1060.82,LF-9783,4862369575760,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-278-image-1.png,https://laitm.com/product/tribeca-10-ft-w-x-12-ft-d-wood-storage-shed-with-floor/
backyard-discovery-12-x-10-cedar-pergola,Backyard Discovery 12′ x 10′ Cedar Pergola,Backyard Discovery,Outdoor Spaces,899.00,1060.82,LF-9789,7521131915320,Home & Garden > Lawn & Garden > Outdoor Living,8,https://laitm.com/wp-content/uploads/2026/08/ltm-product-284-image-1.jpg,https://laitm.com/product/backyard-discovery-12%e2%80%b2-x-10%e2%80%b2-cedar-pergola/
backyard-discovery-20-x-12-norwood-carport-gazebo,Backyard Discovery 20′ x 12′ Norwood Carport Gazebo,Backyard Discovery,Outdoor Spaces,899.00,1060.82,LF-9791,7521133061890,Home & Garden > Lawn & Garden > Outdoor Living,4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-286-image-1.webp,https://laitm.com/product/backyard-discovery-20%e2%80%b2-x-12%e2%80%b2-norwood-carport-gazebo/
backyard-discovery-brookdale-12-x-10-all-cedar-wooden-gazebo,Backyard Discovery Brookdale 12 x 10 All Cedar Wooden Gazebo,Backyard Discovery,Outdoor Spaces,899.00,1060.82,LF-9792,7521130065220,Home & Garden > Lawn & Garden > Outdoor Living,2,https://laitm.com/wp-content/uploads/2026/08/ltm-product-287-image-1.webp,https://laitm.com/product/backyard-discovery-brookdale-12-x-10-all-cedar-wooden-gazebo/
value-workshop-outdoor-wood-storage-shed,Value Workshop Outdoor Wood Storage Shed,Leafanoo,Sheds,899.00,1060.82,LF-9784,7311610427510,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",13,https://laitm.com/wp-content/uploads/2026/08/ltm-product-279-image-1.png,https://laitm.com/product/value-workshop-outdoor-wood-storage-shed/
backyard-discovery-cedar-springs-outdoor-bar,Backyard Discovery Cedar Springs Outdoor Bar,Backyard Discovery,Outdoor Spaces,799.00,942.82,LF-9795,3988576342720,Home & Garden > Lawn & Garden > Outdoor Living,11,https://laitm.com/wp-content/uploads/2026/08/ltm-product-290-image-1.png,https://laitm.com/product/backyard-discovery-cedar-springs-outdoor-bar/
backyard-discovery-eagles-nest-playhouse,Backyard Discovery Eagles Nest Playhouse,Backyard Discovery,Outdoor Spaces,799.00,942.82,LF-9796,7521138013180,Home & Garden > Lawn & Garden > Outdoor Living,1,https://laitm.com/wp-content/uploads/2026/08/ltm-product-291-image-1.jpeg,https://laitm.com/product/backyard-discovery-eagles-nest-playhouse/
backyard-discovery-skyfort-ii-swing-set,Backyard Discovery Skyfort II Swing Set,Backyard Discovery,Outdoor Spaces,799.00,942.82,LF-9799,7521136546310,Home & Garden > Lawn & Garden > Outdoor Living,7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-294-image-1.jpg,https://laitm.com/product/backyard-discovery-skyfort-ii-swing-set/
backyard-discovery-cedar-cove-swing-set,Backyard Discovery Cedar Cove Swing Set,Backyard Discovery,Outdoor Spaces,899.00,1060.82,LF-9794,7521139060130,Home & Garden > Lawn & Garden > Outdoor Living,3,https://laitm.com/wp-content/uploads/2026/08/ltm-product-289-image-1.webp,https://laitm.com/product/backyard-discovery-cedar-cove-swing-set/
backyard-discovery-monterey-swing-set,Backyard Discovery Monterey Swing Set,Backyard Discovery,Outdoor Spaces,799.00,942.82,LF-9798,7521136527360,Home & Garden > Lawn & Garden > Outdoor Living,2,https://laitm.com/wp-content/uploads/2026/08/ltm-product-293-image-1.jpg,https://laitm.com/product/backyard-discovery-monterey-swing-set/
backyard-discovery-kingsport-20-x-20-cedar-wood-carport-with-steel-roof,Backyard Discovery Kingsport 20′ x 20′ Cedar Wood Carport with Steel Roof,Backyard Discovery,Outdoor Spaces,799.00,942.82,LF-9797,7521133961800,Home & Garden > Lawn & Garden > Outdoor Living,13,https://laitm.com/wp-content/uploads/2026/08/ltm-product-292-image-1.jpg,https://laitm.com/product/backyard-discovery-kingsport-20%e2%80%b2-x-20%e2%80%b2-cedar-wood-carport-with-steel-roof/
shelterlogic-sheltercoat-round-style-garage,ShelterLogic ShelterCoat Round Style Garage,ShelterLogic,Sheds,799.00,942.82,LF-9841,6775996059630,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-306-image-1.jpg,https://laitm.com/product/shelterlogic-sheltercoat-round-style-garage/
backyard-discovery-verona-cedar-cabana-pergola,Backyard Discovery Verona Cedar Cabana Pergola,Backyard Discovery,Gazebo &amp;amp; Pergolas,799.00,942.82,LF-9801,7521130945290,Home & Garden > Lawn & Garden > Outdoor Living,7,https://laitm.com/wp-content/uploads/2026/08/ltm-product-296-image-1.png,https://laitm.com/product/backyard-discovery-verona-cedar-cabana-pergola/
sojag-10-x-12-ft-portland-no-53-wall-gazebo-steel-roof,Sojag 10 x 12 ft. Portland No.53 Wall Gazebo Steel Roof,Sojag,Outdoor Spaces,799.00,942.82,LF-9842,7728301650120,Home & Garden > Lawn & Garden > Outdoor Living,6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-307-image-1.jpg,https://laitm.com/product/sojag-10-x-12-ft-portland-no-53-wall-gazebo-steel-roof/
backyard-discovery-trenton-4-9m-x-3-7m-modern-steel-pergola,Backyard Discovery Trenton 4.9m x 3.7m Modern Steel Pergola,Backyard Discovery,Outdoor Spaces,799.00,942.82,LF-9800,7521131055150,Home & Garden > Lawn & Garden > Outdoor Living,13,https://laitm.com/wp-content/uploads/2026/08/ltm-product-295-image-1.png,https://laitm.com/product/backyard-discovery-trenton-4-9m-x-3-7m-modern-steel-pergola/
purple-leaf-double-top-deluxe-solar-powered-led-square-patio-umbrella,PURPLE LEAF Double Top Deluxe Solar Powered LED Square Patio Umbrella,Purple Leaf,Outdoor Spaces,799.00,942.82,LF-9840,6932346443400,Home & Garden > Lawn & Garden > Outdoor Living,14,https://laitm.com/wp-content/uploads/2026/08/ltm-product-305-image-1.png,https://laitm.com/product/purple-leaf-double-top-deluxe-solar-powered-led-square-patio-umbrella/
sunjoy-bellucci-10-x-14-ft-light-grey-outdoor-cedar-wood-framed-arched-pergola,Sunjoy Bellucci 10 x 14 ft. Light Grey Outdoor Cedar Wood Framed Arched Pergola,Sunjoy,Outdoor Spaces,799.00,942.82,LF-9845,84105717645080,Home & Garden > Lawn & Garden > Outdoor Living,6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-310-image-1.webp,https://laitm.com/product/sunjoy-bellucci-10-x-14-ft-light-grey-outdoor-cedar-wood-framed-arched-pergola/
newport-8-ft-w-x-6-ft-d-2-tone-eggshell-and-coffee-galvanized-metal-shed-with-sliding-lockable-doors-43-sq-ft,Newport 8 ft. W x 6 ft. D 2-Tone Eggshell and Coffee Galvanized Metal Shed with Sliding Lockable Doors (43 sq. ft.),Leafanoo,Sheds,699.00,824.82,LF-9733,268621064210,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",5,https://laitm.com/wp-content/uploads/2026/08/ltm-product-258-image-1.png,https://laitm.com/product/newport-8-ft-w-x-6-ft-d-2-tone-eggshell-and-coffee-galvanized-metal-shed-with-sliding-lockable-doors-43-sq-ft/
concept2-rowerg-indoor-rowing-machine,Concept2 RowErg Indoor Rowing Machine,Concept2,Cardio Machines,799.00,942.82,LF-9847,62870310712140,Sporting Goods > Exercise & Fitness > Cardio,5,https://laitm.com/wp-content/uploads/2026/08/ltm-product-312-image-1.png,https://laitm.com/product/concept2-rowerg-indoor-rowing-machine/
horizon-fitness-t101-treadmill,Horizon Fitness T101 Treadmill,Horizon Fitness,Cardio Machines,799.00,942.82,LF-9849,7631654711380,Sporting Goods > Exercise & Fitness > Cardio,4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-314-image-1.jpg,https://laitm.com/product/horizon-fitness-t101-treadmill/
nordictrack-t-6-5-s-treadmill,NordicTrack T 6.5 S Treadmill,NordicTrack,Cardio Machines,799.00,942.82,LF-9850,436194270110,Sporting Goods > Exercise & Fitness > Cardio,11,https://laitm.com/wp-content/uploads/2026/08/ltm-product-315-image-1.png,https://laitm.com/product/nordictrack-t-6-5-s-treadmill/
sojag-charleston-solarium-12-x-15-ft,Sojag Charleston Solarium 12 x 15 ft,Sojag,Outdoor Spaces,799.00,942.82,LF-9844,7728301591580,Home & Garden > Lawn & Garden > Outdoor Living,3,https://laitm.com/wp-content/uploads/2026/08/ltm-product-309-image-1.webp,https://laitm.com/product/sojag-charleston-solarium-12-x-15-ft/
schwinn-800ic-indoor-cycling-bike,Schwinn 800IC Indoor Cycling Bike,Schwinn,Cardio Machines,699.00,824.82,LF-9855,100000008700,Sporting Goods > Exercise & Fitness > Cardio,4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-320-image-1.jpg,https://laitm.com/product/schwinn-800ic-indoor-cycling-bike/
proform-carbon-tl-treadmill,ProForm Carbon TL Treadmill,ProForm,Cardio Machines,699.00,824.82,LF-9853,436197365950,Sporting Goods > Exercise & Fitness > Cardio,12,https://laitm.com/wp-content/uploads/2026/08/ltm-product-318-image-1.png,https://laitm.com/product/proform-carbon-tl-treadmill/
arrow-carport-12-x-20-x-7-ft,Arrow Carport 12 x 20 x 7 ft,Arrow,Sheds,899.00,1060.82,LF-9788,2686211196800,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",4,https://laitm.com/wp-content/uploads/2026/08/ltm-product-283-image-1.jpg,https://laitm.com/product/arrow-carport-12-x-20-x-7-ft/
nordictrack-t-series-10-treadmill,NordicTrack T Series 10 Treadmill,NordicTrack,Cardio Machines,799.00,942.82,LF-9851,436199062190,Sporting Goods > Exercise & Fitness > Cardio,5,https://laitm.com/wp-content/uploads/2026/08/ltm-product-316-image-1.jpg,https://laitm.com/product/nordictrack-t-series-10-treadmill/
schwinn-411-elliptical,Schwinn 411 Elliptical,Schwinn,Cardio Machines,799.00,942.82,LF-9854,7899931384940,Sporting Goods > Exercise & Fitness > Cardio,14,https://laitm.com/wp-content/uploads/2026/08/ltm-product-319-image-1.webp,https://laitm.com/product/schwinn-411-elliptical/
sunny-health-fitness-premium-cardio-climber,Sunny Health &amp;amp; Fitness Premium Cardio Climber,Leafanoo,Cardio Machines,699.00,824.82,LF-9858,7877908638850,Sporting Goods > Exercise & Fitness > Cardio,9,https://laitm.com/wp-content/uploads/2026/08/ltm-product-323-image-1.jpg,https://laitm.com/product/sunny-health-fitness-premium-cardio-climber/
sunny-health-and-fitness-programmable-magnetic-elliptical,Sunny Health and Fitness Programmable Magnetic Elliptical,Leafanoo,Cardio Machines,699.00,824.82,LF-9859,8157490122650,Sporting Goods > Exercise & Fitness > Cardio,6,https://laitm.com/wp-content/uploads/2026/08/ltm-product-324-image-1.png,https://laitm.com/product/sunny-health-and-fitness-programmable-magnetic-elliptical/
z325e-48-in-24-hp-gas-dual-hydrostatic-zero-turn-riding-mower,Z325E 48 In. 24 HP Gas Dual Hydrostatic Zero-Turn Riding Mower,Leafanoo,Riding Lawn Mowers,699.00,824.82,LF-9860,8898180261700,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,11,https://laitm.com/wp-content/uploads/2026/08/ltm-product-325-image-1.png,https://laitm.com/product/z325e-48-in-24-hp-gas-dual-hydrostatic-zero-turn-riding-mower/
